date;category;sales
2022-03-13;MA005;27000
2022-03-13;MA007;42233
2022-03-13;MA009;15470
2022-03-13;MA010;42461
2022-03-13;MA011;17365
2022-03-13;MA014;16536
2022-03-13;MA015;37093
2022-03-13;MA017;14519
2022-03-13;MA019;6780
2022-03-13;MA020;16383
2022-03-13;MA021;40007
2022-03-13;MA022;3497
2022-03-13;MA025;513
2022-03-13;MA026;17344
2022-03-13;MA029;13351
2022-03-13;MA030;13347
2022-03-13;MA031;5444
2022-03-13;MA032;21909
2022-03-13;MA033;18237
2022-03-13;MA037;33145
2022-03-13;MA039;22698
2022-03-13;MA040;4176
2022-03-13;MA041;4784
2022-03-13;MA042;41753
2022-03-13;MA043;5705
2022-03-13;MA044;42558
2022-03-13;MA045;8146
2022-03-13;MA046;4795
2022-03-13;MA047;33373
2022-03-13;MA048;32252
2022-03-13;MA049;27591
2022-03-13;MA050;11167
2022-03-13;MA051;411
2022-03-13;MA052;45662
2022-03-13;MA053;34979
2022-03-13;MA054;49302
2022-03-13;MA055;28325
2022-03-13;MA056;49816
2022-03-13;MA057;6501
2022-03-13;MA058;47106
2022-03-13;MA059;12535
2022-03-13;MA061;38520
2022-03-13;MA062;27492
2022-03-13;MA063;32180
2022-03-13;MA064;23690
2022-03-13;MA065;11758
2022-03-13;MA066;12866
2022-03-13;MA067;48122
2022-03-13;MA068;19088
2022-03-13;MA069;39166
2022-03-13;MA070;34248
2022-03-13;MA071;20099
2022-03-13;MA072;35979
2022-03-13;MA073;4683
2022-03-13;MA076;44067
2022-03-13;MA077;47044
2022-03-13;MA078;5703
2022-03-14;MA002;7686
2022-03-14;MA004;22729
2022-03-14;MA005;13984
2022-03-14;MA007;20517
2022-03-14;MA009;18324
2022-03-14;MA010;16114
2022-03-14;MA011;14431
2022-03-14;MA014;44272
2022-03-14;MA015;38819
2022-03-14;MA017;35376
2022-03-14;MA019;30113
2022-03-14;MA020;34437
2022-03-14;MA021;1581
2022-03-14;MA022;1457
2022-03-14;MA025;33214
2022-03-14;MA026;17479
2022-03-14;MA029;16092
2022-03-14;MA030;13983
2022-03-14;MA031;11483
2022-03-14;MA032;43215
2022-03-14;MA033;40713
2022-03-14;MA037;49773
2022-03-14;MA039;20187
2022-03-14;MA040;25778
2022-03-14;MA041;12385
2022-03-14;MA042;6708
2022-03-14;MA043;20560
2022-03-14;MA044;45771
2022-03-14;MA045;38823
2022-03-14;MA046;12667
2022-03-14;MA047;4742
2022-03-14;MA048;22549
2022-03-14;MA049;42088
2022-03-14;MA050;49481
2022-03-14;MA051;5864
2022-03-14;MA052;20189
2022-03-14;MA053;3356
2022-03-14;MA054;5234
2022-03-14;MA055;49862
2022-03-14;MA056;45995
2022-03-14;MA057;21771
2022-03-14;MA058;11565
2022-03-14;MA059;23460
2022-03-14;MA061;30087
2022-03-14;MA062;22797
2022-03-14;MA063;3955
2022-03-14;MA064;39198
2022-03-14;MA065;38487
2022-03-14;MA066;23717
2022-03-14;MA067;41046
2022-03-14;MA068;25827
2022-03-14;MA069;8902
2022-03-14;MA070;23235
2022-03-14;MA071;11510
2022-03-14;MA072;36907
2022-03-14;MA073;29384
2022-03-14;MA076;4989
2022-03-14;MA077;31297
2022-03-14;MA078;38635
2022-03-15;MA002;30766
2022-03-15;MA004;33504
2022-03-15;MA005;13763
2022-03-15;MA007;30903
2022-03-15;MA009;41327
2022-03-15;MA010;29179
2022-03-15;MA011;40509
2022-03-15;MA014;39493
2022-03-15;MA015;20357
2022-03-15;MA017;19830
2022-03-15;MA019;38553
2022-03-15;MA020;18644
2022-03-15;MA021;35629
2022-03-15;MA022;24213
2022-03-15;MA025;47416
2022-03-15;MA026;47332
2022-03-15;MA029;7132
2022-03-15;MA030;14037
2022-03-15;MA031;39676
2022-03-15;MA032;32993
2022-03-15;MA033;46603
2022-03-15;MA037;15700
2022-03-15;MA039;2832
2022-03-15;MA040;7575
2022-03-15;MA041;45458
2022-03-15;MA042;4018
2022-03-15;MA043;43168
2022-03-15;MA044;46632
2022-03-15;MA045;18019
2022-03-15;MA046;12020
2022-03-15;MA047;37726
2022-03-15;MA048;21948
2022-03-15;MA049;35529
2022-03-15;MA050;24686
2022-03-15;MA051;29565
2022-03-15;MA052;9015
2022-03-15;MA053;19795
2022-03-15;MA054;34931
2022-03-15;MA055;48886
2022-03-15;MA056;24805
2022-03-15;MA057;45710
2022-03-15;MA058;17400
2022-03-15;MA059;25738
2022-03-15;MA061;21469
2022-03-15;MA062;35827
2022-03-15;MA063;44794
2022-03-15;MA064;19506
2022-03-15;MA065;11258
2022-03-15;MA066;32634
2022-03-15;MA067;17329
2022-03-15;MA068;21155
2022-03-15;MA069;2143
2022-03-15;MA070;11799
2022-03-15;MA071;36432
2022-03-15;MA072;42200
2022-03-15;MA073;32856
2022-03-15;MA076;26804
2022-03-15;MA077;20752
2022-03-15;MA078;10682
2022-03-16;MA002;2131
2022-03-16;MA004;1038
2022-03-16;MA005;15681
2022-03-16;MA007;18321
2022-03-16;MA009;41467
2022-03-16;MA010;36447
2022-03-16;MA011;47168
2022-03-16;MA014;23328
2022-03-16;MA015;16521
2022-03-16;MA017;24961
2022-03-16;MA019;18503
2022-03-16;MA020;2422
2022-03-16;MA021;11841
2022-03-16;MA022;20319
2022-03-16;MA025;35488
2022-03-16;MA026;16563
2022-03-16;MA029;33864
2022-03-16;MA030;3800
2022-03-16;MA031;23162
2022-03-16;MA032;48261
2022-03-16;MA033;2673
2022-03-16;MA037;20564
2022-03-16;MA039;11898
2022-03-16;MA040;2522
2022-03-16;MA041;11460
2022-03-16;MA042;28201
2022-03-16;MA043;30398
2022-03-16;MA044;24075
2022-03-16;MA045;36930
2022-03-16;MA046;37637
2022-03-16;MA047;30782
2022-03-16;MA048;688
2022-03-16;MA049;34090
2022-03-16;MA050;9832
2022-03-16;MA051;7777
2022-03-16;MA052;30414
2022-03-16;MA053;15575
2022-03-16;MA054;38992
2022-03-16;MA055;28037
2022-03-16;MA056;3203
2022-03-16;MA057;47918
2022-03-16;MA058;40447
2022-03-16;MA059;30302
2022-03-16;MA061;32715
2022-03-16;MA062;21904
2022-03-16;MA063;40273
2022-03-16;MA064;38537
2022-03-16;MA065;46245
2022-03-16;MA066;49966
2022-03-16;MA067;16786
2022-03-16;MA068;32779
2022-03-16;MA069;2013
2022-03-16;MA070;36238
2022-03-16;MA071;33625
2022-03-16;MA072;24116
2022-03-16;MA073;18569
2022-03-16;MA076;34265
2022-03-16;MA077;49569
2022-03-16;MA078;48034
2022-03-17;MA002;20274
2022-03-17;MA004;22582
2022-03-17;MA005;22686
2022-03-17;MA007;30497
2022-03-17;MA009;2215
2022-03-17;MA010;9592
2022-03-17;MA011;43894
2022-03-17;MA014;43136
2022-03-17;MA015;45043
2022-03-17;MA017;21470
2022-03-17;MA019;47368
2022-03-17;MA020;49743
2022-03-17;MA021;2853
2022-03-17;MA022;35941
2022-03-17;MA025;11292
2022-03-17;MA026;32336
2022-03-17;MA029;1930
2022-03-17;MA030;42549
2022-03-17;MA031;37455
2022-03-17;MA032;29752
2022-03-17;MA033;36196
2022-03-17;MA037;13098
2022-03-17;MA039;17103
2022-03-17;MA040;37952
2022-03-17;MA041;17459
2022-03-17;MA042;42106
2022-03-17;MA043;26490
2022-03-17;MA044;37894
2022-03-17;MA045;14849
2022-03-17;MA046;46425
2022-03-17;MA047;23820
2022-03-17;MA048;49098
2022-03-17;MA049;22789
2022-03-17;MA050;730
2022-03-17;MA051;7533
2022-03-17;MA052;10044
2022-03-17;MA053;42582
2022-03-17;MA054;2906
2022-03-17;MA055;19238
2022-03-17;MA056;13275
2022-03-17;MA057;15673
2022-03-17;MA058;11040
2022-03-17;MA059;22396
2022-03-17;MA061;38567
2022-03-17;MA062;43760
2022-03-17;MA063;31050
2022-03-17;MA064;17825
2022-03-17;MA065;650
2022-03-17;MA066;16383
2022-03-17;MA067;41671
2022-03-17;MA068;22176
2022-03-17;MA069;20117
2022-03-17;MA070;18850
2022-03-17;MA071;16217
2022-03-17;MA072;26118
2022-03-17;MA073;20560
2022-03-17;MA076;48700
2022-03-17;MA077;16715
2022-03-17;MA078;5120
2022-03-18;MA002;12071
2022-03-18;MA004;25394
2022-03-18;MA005;36911
2022-03-18;MA007;11115
2022-03-18;MA009;3422
2022-03-18;MA010;23432
2022-03-18;MA011;3324
2022-03-18;MA014;22941
2022-03-18;MA015;43557
2022-03-18;MA017;31411
2022-03-18;MA019;30682
2022-03-18;MA020;35205
2022-03-18;MA021;43204
2022-03-18;MA022;45685
2022-03-18;MA025;5608
2022-03-18;MA026;33130
2022-03-18;MA029;4915
2022-03-18;MA030;35896
2022-03-18;MA031;25216
2022-03-18;MA032;10213
2022-03-18;MA033;34314
2022-03-18;MA037;31965
2022-03-18;MA039;44734
2022-03-18;MA040;3572
2022-03-18;MA041;36108
2022-03-18;MA042;5251
2022-03-18;MA043;14337
2022-03-18;MA044;30151
2022-03-18;MA045;23920
2022-03-18;MA046;18298
2022-03-18;MA047;836
2022-03-18;MA048;49819
2022-03-18;MA049;32644
2022-03-18;MA050;22375
2022-03-18;MA051;18564
2022-03-18;MA052;13332
2022-03-18;MA053;16469
2022-03-18;MA054;44742
2022-03-18;MA055;16289
2022-03-18;MA056;23332
2022-03-18;MA057;21852
2022-03-18;MA058;32043
2022-03-18;MA059;18352
2022-03-18;MA061;32127
2022-03-18;MA062;46492
2022-03-18;MA063;39884
2022-03-18;MA064;33624
2022-03-18;MA065;43072
2022-03-18;MA066;1745
2022-03-18;MA067;25283
2022-03-18;MA068;34717
2022-03-18;MA069;30901
2022-03-18;MA070;31962
2022-03-18;MA071;30133
2022-03-18;MA072;29832
2022-03-18;MA073;24657
2022-03-18;MA076;49085
2022-03-18;MA077;19084
2022-03-18;MA078;48345
2022-03-19;MA002;33815
2022-03-19;MA004;36517
2022-03-19;MA005;10511
2022-03-19;MA007;7476
2022-03-19;MA009;26867
2022-03-19;MA010;26085
2022-03-19;MA011;18529
2022-03-19;MA014;44505
2022-03-19;MA015;10897
2022-03-19;MA017;37692
2022-03-19;MA019;3907
2022-03-19;MA020;23958
2022-03-19;MA021;46348
2022-03-19;MA022;28888
2022-03-19;MA025;47841
2022-03-19;MA026;13435
2022-03-19;MA029;26721
2022-03-19;MA030;14936
2022-03-19;MA031;3675
2022-03-19;MA032;43931
2022-03-19;MA033;13339
2022-03-19;MA037;40512
2022-03-19;MA039;909
2022-03-19;MA040;21537
2022-03-19;MA041;49506
2022-03-19;MA042;48613
2022-03-19;MA043;30836
2022-03-19;MA044;11671
2022-03-19;MA045;41956
2022-03-19;MA046;12379
2022-03-19;MA047;48059
2022-03-19;MA048;38211
2022-03-19;MA049;25450
2022-03-19;MA050;35085
2022-03-19;MA051;32266
2022-03-19;MA052;12348
2022-03-19;MA053;17918
2022-03-19;MA054;743
2022-03-19;MA055;10178
2022-03-19;MA056;33844
2022-03-19;MA057;19052
2022-03-19;MA058;41105
2022-03-19;MA059;37099
2022-03-19;MA061;48074
2022-03-19;MA062;41035
2022-03-19;MA063;3236
2022-03-19;MA064;23348
2022-03-19;MA065;9628
2022-03-19;MA066;27038
2022-03-19;MA067;16620
2022-03-19;MA068;14132
2022-03-19;MA069;25909
2022-03-19;MA070;45122
2022-03-19;MA071;20011
2022-03-19;MA072;28929
2022-03-19;MA073;7301
2022-03-19;MA076;20254
2022-03-19;MA077;37456
2022-03-19;MA078;43056
2022-03-20;MA002;26394
2022-03-20;MA004;33604
2022-03-20;MA005;4042
2022-03-20;MA007;37749
2022-03-20;MA009;12123
2022-03-20;MA010;35090
2022-03-20;MA011;20370
2022-03-20;MA014;28717
2022-03-20;MA015;47273
2022-03-20;MA017;14252
2022-03-20;MA019;33585
2022-03-20;MA020;16470
2022-03-20;MA021;47521
2022-03-20;MA022;41795
2022-03-20;MA025;18408
2022-03-20;MA026;45583
2022-03-20;MA029;1542
2022-03-20;MA030;9126
2022-03-20;MA031;44627
2022-03-20;MA032;37846
2022-03-20;MA033;41325
2022-03-20;MA037;43702
2022-03-20;MA039;16576
2022-03-20;MA040;11458
2022-03-20;MA041;12596
2022-03-20;MA042;31916
2022-03-20;MA043;28299
2022-03-20;MA044;7601
2022-03-20;MA045;10150
2022-03-20;MA046;13056
2022-03-20;MA047;7782
2022-03-20;MA048;28966
2022-03-20;MA049;44317
2022-03-20;MA050;13709
2022-03-20;MA051;4005
2022-03-20;MA052;9005
2022-03-20;MA053;334
2022-03-20;MA054;36334
2022-03-20;MA055;21300
2022-03-20;MA056;28710
2022-03-20;MA057;44498
2022-03-20;MA058;10910
2022-03-20;MA059;14429
2022-03-20;MA061;42835
2022-03-20;MA062;17276
2022-03-20;MA063;14175
2022-03-20;MA064;14410
2022-03-20;MA065;23997
2022-03-20;MA066;5359
2022-03-20;MA067;48743
2022-03-20;MA068;37415
2022-03-20;MA069;36154
2022-03-20;MA070;23075
2022-03-20;MA071;623
2022-03-20;MA072;27365
2022-03-20;MA073;4921
2022-03-20;MA076;14566
2022-03-20;MA077;35167
2022-03-20;MA078;41122
2022-03-21;MA002;31984
2022-03-21;MA004;8958
2022-03-21;MA005;39603
2022-03-21;MA007;40278
2022-03-21;MA009;38225
2022-03-21;MA010;14377
2022-03-21;MA011;29325
2022-03-21;MA014;40400
2022-03-21;MA015;41022
2022-03-21;MA017;19063
2022-03-21;MA019;39156
2022-03-21;MA020;40873
2022-03-21;MA021;13035
2022-03-21;MA022;33485
2022-03-21;MA025;49056
2022-03-21;MA026;12327
2022-03-21;MA029;38569
2022-03-21;MA030;28891
2022-03-21;MA031;38561
2022-03-21;MA032;46815
2022-03-21;MA033;38560
2022-03-21;MA037;4494
2022-03-21;MA039;8189
2022-03-21;MA040;15029
2022-03-21;MA041;25323
2022-03-21;MA042;18172
2022-03-21;MA043;25731
2022-03-21;MA044;40614
2022-03-21;MA045;28454
2022-03-21;MA046;12737
2022-03-21;MA047;18025
2022-03-21;MA048;25499
2022-03-21;MA049;3249
2022-03-21;MA050;41222
2022-03-21;MA051;19204
2022-03-21;MA052;18677
2022-03-21;MA053;39819
2022-03-21;MA054;23093
2022-03-21;MA055;20422
2022-03-21;MA056;42117
2022-03-21;MA057;46949
2022-03-21;MA058;10740
2022-03-21;MA059;1264
2022-03-21;MA061;41714
2022-03-21;MA062;7391
2022-03-21;MA063;35154
2022-03-21;MA064;2334
2022-03-21;MA065;14977
2022-03-21;MA066;39090
2022-03-21;MA067;36641
2022-03-21;MA068;26917
2022-03-21;MA069;7571
2022-03-21;MA070;22157
2022-03-21;MA071;24237
2022-03-21;MA072;32194
2022-03-21;MA073;20980
2022-03-21;MA076;1767
2022-03-21;MA077;19705
2022-03-21;MA078;5270
2022-03-22;MA002;28415
2022-03-22;MA004;9065
2022-03-22;MA005;23632
2022-03-22;MA007;25750
2022-03-22;MA009;43525
2022-03-22;MA010;38030
2022-03-22;MA011;374
2022-03-22;MA014;48843
2022-03-22;MA015;28417
2022-03-22;MA017;16994
2022-03-22;MA019;36947
2022-03-22;MA020;100
2022-03-22;MA021;5412
2022-03-22;MA022;48372
2022-03-22;MA025;4795
2022-03-22;MA026;30206
2022-03-22;MA029;45768
2022-03-22;MA030;12065
2022-03-22;MA031;49714
2022-03-22;MA032;41509
2022-03-22;MA033;47291
2022-03-22;MA037;35208
2022-03-22;MA039;20806
2022-03-22;MA040;31872
2022-03-22;MA041;14631
2022-03-22;MA042;14687
2022-03-22;MA043;33731
2022-03-22;MA044;34852
2022-03-22;MA045;43986
2022-03-22;MA046;26426
2022-03-22;MA047;28294
2022-03-22;MA048;2647
2022-03-22;MA049;49833
2022-03-22;MA050;789
2022-03-22;MA051;874
2022-03-22;MA052;41037
2022-03-22;MA053;19190
2022-03-22;MA054;36445
2022-03-22;MA055;30852
2022-03-22;MA056;24757
2022-03-22;MA057;6463
2022-03-22;MA058;42932
2022-03-22;MA059;20914
2022-03-22;MA061;9006
2022-03-22;MA062;22872
2022-03-22;MA063;44513
2022-03-22;MA064;22066
2022-03-22;MA065;36725
2022-03-22;MA066;44632
2022-03-22;MA067;34391
2022-03-22;MA068;48858
2022-03-22;MA069;14370
2022-03-22;MA070;38608
2022-03-22;MA071;32504
2022-03-22;MA072;11269
2022-03-22;MA073;38515
2022-03-22;MA076;14772
2022-03-22;MA077;47210
2022-03-22;MA078;21147
2022-03-23;MA002;48439
2022-03-23;MA004;13750
2022-03-23;MA005;7235
2022-03-23;MA007;2692
2022-03-23;MA009;1146
2022-03-23;MA010;17709
2022-03-23;MA011;46669
2022-03-23;MA014;1474
2022-03-23;MA015;28260
2022-03-23;MA017;48174
2022-03-23;MA019;44119
2022-03-23;MA020;8958
2022-03-23;MA021;27853
2022-03-23;MA022;36363
2022-03-23;MA025;17418
2022-03-23;MA026;35228
2022-03-23;MA029;43602
2022-03-23;MA030;9888
2022-03-23;MA031;37316
2022-03-23;MA032;33684
2022-03-23;MA033;31279
2022-03-23;MA037;33990
2022-03-23;MA039;19775
2022-03-23;MA040;10227
2022-03-23;MA041;6747
2022-03-23;MA042;46870
2022-03-23;MA043;21121
2022-03-23;MA044;16364
2022-03-23;MA045;24006
2022-03-23;MA046;38793
2022-03-23;MA047;39500
2022-03-23;MA048;8881
2022-03-23;MA049;21596
2022-03-23;MA050;4467
2022-03-23;MA051;40694
2022-03-23;MA052;7450
2022-03-23;MA053;23775
2022-03-23;MA054;28048
2022-03-23;MA055;11558
2022-03-23;MA056;5678
2022-03-23;MA057;47399
2022-03-23;MA058;21851
2022-03-23;MA059;8322
2022-03-23;MA061;23482
2022-03-23;MA062;1339
2022-03-23;MA063;6258
2022-03-23;MA064;36842
2022-03-23;MA065;14610
2022-03-23;MA066;31578
2022-03-23;MA067;23641
2022-03-23;MA068;46863
2022-03-23;MA069;31629
2022-03-23;MA070;4775
2022-03-23;MA071;22512
2022-03-23;MA072;8946
2022-03-23;MA073;44155
2022-03-23;MA076;465
2022-03-23;MA077;33729
2022-03-23;MA078;35042
2022-03-24;MA002;25172
2022-03-24;MA004;49078
2022-03-24;MA005;7293
2022-03-24;MA007;7071
2022-03-24;MA009;21643
2022-03-24;MA010;2405
2022-03-24;MA011;42967
2022-03-24;MA014;26888
2022-03-24;MA015;23747
2022-03-24;MA017;16132
2022-03-24;MA019;35106
2022-03-24;MA020;42513
2022-03-24;MA021;222
2022-03-24;MA022;5063
2022-03-24;MA025;26670
2022-03-24;MA026;32634
2022-03-24;MA029;9310
2022-03-24;MA030;49953
2022-03-24;MA031;46705
2022-03-24;MA032;15799
2022-03-24;MA033;14959
2022-03-24;MA037;33175
2022-03-24;MA039;41432
2022-03-24;MA040;23705
2022-03-24;MA041;37786
2022-03-24;MA042;8249
2022-03-24;MA043;39503
2022-03-24;MA044;12688
2022-03-24;MA045;35645
2022-03-24;MA046;12618
2022-03-24;MA047;44760
2022-03-24;MA048;49529
2022-03-24;MA049;25829
2022-03-24;MA050;19474
2022-03-24;MA051;47794
2022-03-24;MA052;3964
2022-03-24;MA053;11439
2022-03-24;MA054;28993
2022-03-24;MA055;30276
2022-03-24;MA056;15337
2022-03-24;MA057;14172
2022-03-24;MA058;34333
2022-03-24;MA059;27475
2022-03-24;MA061;45802
2022-03-24;MA062;31213
2022-03-24;MA063;16508
2022-03-24;MA064;33382
2022-03-24;MA065;49372
2022-03-24;MA066;49356
2022-03-24;MA067;15829
2022-03-24;MA068;48943
2022-03-24;MA069;4542
2022-03-24;MA070;9690
2022-03-24;MA071;3885
2022-03-24;MA072;40140
2022-03-24;MA073;2336
2022-03-24;MA076;19466
2022-03-24;MA077;35539
2022-03-24;MA078;12573
2022-03-25;MA002;12685
2022-03-25;MA004;37393
2022-03-25;MA005;6294
2022-03-25;MA007;40703
2022-03-25;MA009;36492
2022-03-25;MA010;35304
2022-03-25;MA011;17766
2022-03-25;MA014;25201
2022-03-25;MA015;14001
2022-03-25;MA017;27054
2022-03-25;MA019;1149
2022-03-25;MA020;2887
2022-03-25;MA021;3966
2022-03-25;MA022;20169
2022-03-25;MA025;18084
2022-03-25;MA026;18586
2022-03-25;MA029;19029
2022-03-25;MA030;8169
2022-03-25;MA031;17442
2022-03-25;MA032;46211
2022-03-25;MA033;30018
2022-03-25;MA037;15811
2022-03-25;MA039;17008
2022-03-25;MA040;23398
2022-03-25;MA041;19641
2022-03-25;MA042;40370
2022-03-25;MA043;17106
2022-03-25;MA044;48226
2022-03-25;MA045;47117
2022-03-25;MA046;40472
2022-03-25;MA047;41241
2022-03-25;MA048;48979
2022-03-25;MA049;21802
2022-03-25;MA050;18323
2022-03-25;MA051;20155
2022-03-25;MA052;3493
2022-03-25;MA053;30368
2022-03-25;MA054;12444
2022-03-25;MA055;7658
2022-03-25;MA056;5778
2022-03-25;MA057;33791
2022-03-25;MA058;9120
2022-03-25;MA059;918
2022-03-25;MA061;6503
2022-03-25;MA062;8726
2022-03-25;MA063;35436
2022-03-25;MA064;8709
2022-03-25;MA065;21593
2022-03-25;MA066;26144
2022-03-25;MA067;34997
2022-03-25;MA068;43180
2022-03-25;MA069;24300
2022-03-25;MA070;25286
2022-03-25;MA071;29646
2022-03-25;MA072;31641
2022-03-25;MA073;363
2022-03-25;MA076;6446
2022-03-25;MA077;21862
2022-03-25;MA078;31984
2022-03-26;MA002;17870
2022-03-26;MA004;17439
2022-03-26;MA005;41630
2022-03-26;MA007;24868
2022-03-26;MA009;22607
2022-03-26;MA010;46077
2022-03-26;MA011;32107
2022-03-26;MA014;42917
2022-03-26;MA015;6215
2022-03-26;MA017;36374
2022-03-26;MA019;40805
2022-03-26;MA020;18364
2022-03-26;MA021;23177
2022-03-26;MA022;39913
2022-03-26;MA025;18958
2022-03-26;MA026;34412
2022-03-26;MA029;1820
2022-03-26;MA030;15644
2022-03-26;MA031;13557
2022-03-26;MA032;46532
2022-03-26;MA033;31339
2022-03-26;MA037;31752
2022-03-26;MA039;25073
2022-03-26;MA040;12664
2022-03-26;MA041;3124
2022-03-26;MA042;39018
2022-03-26;MA043;412
2022-03-26;MA044;39737
2022-03-26;MA045;873
2022-03-26;MA046;46320
2022-03-26;MA047;38046
2022-03-26;MA048;43921
2022-03-26;MA049;42135
2022-03-26;MA050;17835
2022-03-26;MA051;11029
2022-03-26;MA052;33065
2022-03-26;MA053;31621
2022-03-26;MA054;29375
2022-03-26;MA055;32209
2022-03-26;MA056;3349
2022-03-26;MA057;22742
2022-03-26;MA058;49927
2022-03-26;MA059;34674
2022-03-26;MA061;1422
2022-03-26;MA062;24919
2022-03-26;MA063;47796
2022-03-26;MA064;25543
2022-03-26;MA065;21234
2022-03-26;MA066;28256
2022-03-26;MA067;11278
2022-03-26;MA068;23824
2022-03-26;MA069;49583
2022-03-26;MA070;28475
2022-03-26;MA071;45439
2022-03-26;MA072;41440
2022-03-26;MA073;30517
2022-03-26;MA076;12128
2022-03-26;MA077;25336
2022-03-26;MA078;44099
2022-03-27;MA002;44515
2022-03-27;MA004;19013
2022-03-27;MA005;2400
2022-03-27;MA007;23283
2022-03-27;MA009;6947
2022-03-27;MA010;37887
2022-03-27;MA011;22038
2022-03-27;MA014;47652
2022-03-27;MA015;28925
2022-03-27;MA017;43520
2022-03-27;MA019;40887
2022-03-27;MA020;49144
2022-03-27;MA021;30197
2022-03-27;MA022;17360
2022-03-27;MA025;48133
2022-03-27;MA026;7643
2022-03-27;MA029;48896
2022-03-27;MA030;6324
2022-03-27;MA031;36742
2022-03-27;MA032;28843
2022-03-27;MA033;23808
2022-03-27;MA037;8995
2022-03-27;MA039;11264
2022-03-27;MA040;16184
2022-03-27;MA041;37786
2022-03-27;MA042;10719
2022-03-27;MA043;20505
2022-03-27;MA044;47927
2022-03-27;MA045;10489
2022-03-27;MA046;27290
2022-03-27;MA047;23346
2022-03-27;MA048;37363
2022-03-27;MA049;28701
2022-03-27;MA050;10133
2022-03-27;MA051;21166
2022-03-27;MA052;47594
2022-03-27;MA053;49293
2022-03-27;MA054;37780
2022-03-27;MA055;32305
2022-03-27;MA056;9647
2022-03-27;MA057;33432
2022-03-27;MA058;7185
2022-03-27;MA059;14721
2022-03-27;MA061;41202
2022-03-27;MA062;37397
2022-03-27;MA063;6706
2022-03-27;MA064;7664
2022-03-27;MA065;38513
2022-03-27;MA066;5387
2022-03-27;MA067;30218
2022-03-27;MA068;18213
2022-03-27;MA069;31081
2022-03-27;MA070;47616
2022-03-27;MA071;14212
2022-03-27;MA072;46615
2022-03-27;MA073;8021
2022-03-27;MA076;41324
2022-03-27;MA077;4085
2022-03-27;MA078;40278
2022-03-28;MA002;7323
2022-03-28;MA004;41476
2022-03-28;MA005;22029
2022-03-28;MA007;39288
2022-03-28;MA009;26125
2022-03-28;MA010;41679
2022-03-28;MA011;9374
2022-03-28;MA014;48393
2022-03-28;MA015;34769
2022-03-28;MA017;1808
2022-03-28;MA019;8104
2022-03-28;MA020;24235
2022-03-28;MA021;856
2022-03-28;MA022;22386
2022-03-28;MA025;44792
2022-03-28;MA026;44579
2022-03-28;MA029;22416
2022-03-28;MA030;34996
2022-03-28;MA031;28852
2022-03-28;MA032;47746
2022-03-28;MA033;33984
2022-03-28;MA037;2048
2022-03-28;MA039;43461
2022-03-28;MA040;9096
2022-03-28;MA041;38280
2022-03-28;MA042;16014
2022-03-28;MA043;8587
2022-03-28;MA044;42359
2022-03-28;MA045;1606
2022-03-28;MA046;31985
2022-03-28;MA047;9890
2022-03-28;MA048;133
2022-03-28;MA049;30282
2022-03-28;MA050;4159
2022-03-28;MA051;16504
2022-03-28;MA052;30702
2022-03-28;MA053;34287
2022-03-28;MA054;32369
2022-03-28;MA055;31350
2022-03-28;MA056;10655
2022-03-28;MA057;7323
2022-03-28;MA058;44908
2022-03-28;MA059;31726
2022-03-28;MA061;11894
2022-03-28;MA062;10292
2022-03-28;MA063;29347
2022-03-28;MA064;11270
2022-03-28;MA065;10989
2022-03-28;MA066;2269
2022-03-28;MA067;2912
2022-03-28;MA068;28083
2022-03-28;MA069;16930
2022-03-28;MA070;20842
2022-03-28;MA071;6140
2022-03-28;MA072;40708
2022-03-28;MA073;11372
2022-03-28;MA076;19781
2022-03-28;MA077;36496
2022-03-28;MA078;3883
2022-03-29;MA002;22908
2022-03-29;MA004;31525
2022-03-29;MA005;36602
2022-03-29;MA007;304
2022-03-29;MA009;41492
2022-03-29;MA010;11375
2022-03-29;MA011;44676
2022-03-29;MA014;16642
2022-03-29;MA015;12930
2022-03-29;MA017;17831
2022-03-29;MA019;11162
2022-03-29;MA020;14667
2022-03-29;MA021;8591
2022-03-29;MA022;1494
2022-03-29;MA025;32341
2022-03-29;MA026;42403
2022-03-29;MA029;39331
2022-03-29;MA030;49634
2022-03-29;MA031;20589
2022-03-29;MA032;35378
2022-03-29;MA033;5202
2022-03-29;MA037;44332
2022-03-29;MA039;49057
2022-03-29;MA040;45614
2022-03-29;MA041;43289
2022-03-29;MA042;40767
2022-03-29;MA043;27983
2022-03-29;MA044;27165
2022-03-29;MA045;49037
2022-03-29;MA046;22455
2022-03-29;MA047;42596
2022-03-29;MA048;29963
2022-03-29;MA049;48274
2022-03-29;MA050;9599
2022-03-29;MA051;17964
2022-03-29;MA052;2308
2022-03-29;MA053;10739
2022-03-29;MA054;39396
2022-03-29;MA055;40416
2022-03-29;MA056;13458
2022-03-29;MA057;47161
2022-03-29;MA058;46273
2022-03-29;MA059;1979
2022-03-29;MA061;15662
2022-03-29;MA062;30948
2022-03-29;MA063;34785
2022-03-29;MA064;20940
2022-03-29;MA065;47954
2022-03-29;MA066;49707
2022-03-29;MA067;6303
2022-03-29;MA068;6390
2022-03-29;MA069;22096
2022-03-29;MA070;563
2022-03-29;MA071;30451
2022-03-29;MA072;48350
2022-03-29;MA073;35074
2022-03-29;MA076;10540
2022-03-29;MA077;36670
2022-03-29;MA078;47426
